date_time,temperature,humidity,,,AC_SUB_2021_84
6/1/21 12:00 AM,87,17,,,0.103200004
6/1/21 12:15 AM,86.75,17.25,,,0.108000003
6/1/21 12:30 AM,86.5,17.5,,,0.105599999
6/1/21 12:45 AM,86.25,17.75,,,0.064800002
6/1/21 1:00 AM,86,18,,,0.009600001
6/1/21 1:15 AM,85.25,18.25,,,0.0072
6/1/21 1:30 AM,84.5,18.5,,,0.0072
6/1/21 1:45 AM,83.75,18.75,,,0.0072
6/1/21 2:00 AM,83,19,,,0.009600001
6/1/21 2:15 AM,82.5,19.75,,,0.0048
6/1/21 2:30 AM,82,20.5,,,0.009600001
6/1/21 2:45 AM,81.5,21.25,,,0.0072
6/1/21 3:00 AM,81,22,,,0.0072
6/1/21 3:15 AM,80.75,22.5,,,0.009600001
6/1/21 3:30 AM,80.5,23,,,0.0072
6/1/21 3:45 AM,80.25,23.5,,,0.0072
6/1/21 4:00 AM,80,24,,,0.0072
6/1/21 4:15 AM,79.75,24.25,,,0.009600001
6/1/21 4:30 AM,79.5,24.5,,,0.0072
6/1/21 4:45 AM,79.25,24.75,,,0.0072
6/1/21 5:00 AM,79,25,,,0.0072
6/1/21 5:15 AM,79.5,24.25,,,0.009600001
6/1/21 5:30 AM,80,23.5,,,0.0072
6/1/21 5:45 AM,80.5,22.75,,,0.0072
6/1/21 6:00 AM,81,22,,,0.0072
6/1/21 6:15 AM,81.5,21.75,,,0.0072
6/1/21 6:30 AM,82,21.5,,,0.009600001
6/1/21 6:45 AM,82.5,21.25,,,0.0072
6/1/21 7:00 AM,83,21,,,0.0072
6/1/21 7:15 AM,84,20.25,,,0.0072
6/1/21 7:30 AM,85,19.5,,,0.009600001
6/1/21 7:45 AM,86,18.75,,,0.0072
6/1/21 8:00 AM,87,18,,,0.0072
6/1/21 8:15 AM,88,17.25,,,0.0072
6/1/21 8:30 AM,89,16.5,,,0.009600001
6/1/21 8:45 AM,90,15.75,,,0.0072
6/1/21 9:00 AM,91,15,,,0.0072
6/1/21 9:15 AM,91.5,14.75,,,0.0072
6/1/21 9:30 AM,92,14.5,,,0.655200005
6/1/21 9:45 AM,92.5,14.25,,,0.129600003
6/1/21 10:00 AM,93,14,,,0.875999987
6/1/21 10:15 AM,93.5,13.5,,,0.458400011
6/1/21 10:30 AM,94,13,,,0.815999985
6/1/21 10:45 AM,94.5,12.5,,,0.984000027
6/1/21 11:00 AM,95,12,,,0.019200001
6/1/21 11:15 AM,95.75,11.75,,,0.741599977
6/1/21 11:30 AM,96.5,11.5,,,0.0024
6/1/21 11:45 AM,97.25,11.25,,,0.609600008
6/1/21 12:00 PM,98,11,,,0.316799998
6/1/21 12:15 PM,98.75,11,,,1.252799988
6/1/21 12:30 PM,99.5,11,,,0.463200003
6/1/21 12:45 PM,100.25,11,,,0.0072
6/1/21 1:00 PM,101,11,,,0.0072
6/1/21 1:15 PM,100.75,10.75,,,0.56160003
6/1/21 1:30 PM,100.5,10.5,,,0.487199992
6/1/21 1:45 PM,100.25,10.25,,,0.600000024
6/1/21 2:00 PM,100,10,,,1.07280004
6/1/21 2:15 PM,100.75,9.75,,,0.424800009
6/1/21 2:30 PM,101.5,9.5,,,0.80400002
6/1/21 2:45 PM,102.25,9.25,,,1.425600052
6/1/21 3:00 PM,103,9,,,1.759199977
6/1/21 3:15 PM,102.75,8.75,,,1.185600042
6/1/21 3:30 PM,102.5,8.5,,,2.987999916
6/1/21 3:45 PM,102.25,8.25,,,1.329599977
6/1/21 4:00 PM,102,8,,,2.349600077
6/1/21 4:15 PM,101.75,8.25,,,0.820800006
6/1/21 4:30 PM,101.5,8.5,,,0.602400005
6/1/21 4:45 PM,101.25,8.75,,,0.556800008
6/1/21 5:00 PM,101,9,,,1.557600021
6/1/21 5:15 PM,101,9,,,1.235999942
6/1/21 5:30 PM,101,9,,,2.157599926
6/1/21 5:45 PM,101,9,,,1.605599999
6/1/21 6:00 PM,101,9,,,2.234400034
6/1/21 6:15 PM,100.5,9.25,,,1.353600025
6/1/21 6:30 PM,100,9.5,,,1.653599978
6/1/21 6:45 PM,99.5,9.75,,,1.627200007
6/1/21 7:00 PM,99,10,,,0.885599971
6/1/21 7:15 PM,98,10.5,,,0.693599999
6/1/21 7:30 PM,97,11,,,1.111199975
6/1/21 7:45 PM,96,11.5,,,0.50880003
6/1/21 8:00 PM,95,12,,,1.123200059
6/1/21 8:15 PM,94.5,12.25,,,0.684000015
6/1/21 8:30 PM,94,12.5,,,0.624000013
6/1/21 8:45 PM,93.5,12.75,,,0.758400023
6/1/21 9:00 PM,93,13,,,0.645600021
6/1/21 9:15 PM,92.75,13,,,1.108800054
6/1/21 9:30 PM,92.5,13,,,0.444000006
6/1/21 9:45 PM,92.25,13,,,0.928799987
6/1/21 10:00 PM,92,13,,,0.640799999
6/1/21 10:15 PM,91.75,12.75,,,0.489600003
6/1/21 10:30 PM,91.5,12.5,,,0.801599979
6/1/21 10:45 PM,91.25,12.25,,,0.160799995
6/1/21 11:00 PM,91,12,,,0.024
6/1/21 11:15 PM,90.5,12.5,,,0.009600001
6/1/21 11:30 PM,90,13,,,0.0072
6/1/21 11:45 PM,89.5,13.5,,,0.069600001
6/2/21 12:00 AM,89,14,,,0.105599999
6/2/21 12:15 AM,89.25,13.75,,,0.108000003
6/2/21 12:30 AM,89.5,13.5,,,0.105599999
6/2/21 12:45 AM,89.75,13.25,,,0.105599999
6/2/21 1:00 AM,90,13,,,0.108000003
6/2/21 1:15 AM,88.75,13.75,,,0.019200001
6/2/21 1:30 AM,87.5,14.5,,,0.0072
6/2/21 1:45 AM,86.25,15.25,,,0.0072
6/2/21 2:00 AM,85,16,,,0.009600001
6/2/21 2:15 AM,84.25,16.75,,,0.0072
6/2/21 2:30 AM,83.5,17.5,,,0.0072
6/2/21 2:45 AM,82.75,18.25,,,0.0072
6/2/21 3:00 AM,82,19,,,0.009600001
6/2/21 3:15 AM,81.75,19.75,,,0.0072
6/2/21 3:30 AM,81.5,20.5,,,0.0072
6/2/21 3:45 AM,81.25,21.25,,,0.0072
6/2/21 4:00 AM,81,22,,,0.009600001
6/2/21 4:15 AM,81,22,,,0.0072
6/2/21 4:30 AM,81,22,,,0.0072
6/2/21 4:45 AM,81,22,,,0.0072
6/2/21 5:00 AM,81,22,,,0.009600001
6/2/21 5:15 AM,81.5,21.25,,,0.0072
6/2/21 5:30 AM,82,20.5,,,0.0072
6/2/21 5:45 AM,82.5,19.75,,,0.0072
6/2/21 6:00 AM,83,19,,,0.009600001
6/2/21 6:15 AM,83.5,19,,,0.0072
6/2/21 6:30 AM,84,19,,,0.0072
6/2/21 6:45 AM,84.5,19,,,0.0072
6/2/21 7:00 AM,85,19,,,0.566399992
6/2/21 7:15 AM,86,18.25,,,0.0072
6/2/21 7:30 AM,87,17.5,,,0.640799999
6/2/21 7:45 AM,88,16.75,,,0.0072
6/2/21 8:00 AM,89,16,,,0.727199972
6/2/21 8:15 AM,89.75,15.5,,,0.038400002
6/2/21 8:30 AM,90.5,15,,,0.379200012
6/2/21 8:45 AM,91.25,14.5,,,0.600000024
6/2/21 9:00 AM,92,14,,,0.009600001
6/2/21 9:15 AM,92.75,13.5,,,1.024799943
6/2/21 9:30 AM,93.5,13,,,0.328799993
6/2/21 9:45 AM,94.25,12.5,,,0.926400006
6/2/21 10:00 AM,95,12,,,0.035999999
6/2/21 10:15 AM,96.25,11.75,,,1.07280004
6/2/21 10:30 AM,97.5,11.5,,,0.290399998
6/2/21 10:45 AM,98.75,11.25,,,0.878400028
6/2/21 11:00 AM,100,11,,,0.256799996
6/2/21 11:15 AM,100.25,10.75,,,0.134399995
6/2/21 11:30 AM,100.5,10.5,,,0.744000018
6/2/21 11:45 AM,100.75,10.25,,,0.0072
6/2/21 12:00 PM,101,10,,,0.9648
6/2/21 12:15 PM,101.75,9.75,,,0.376800001
6/2/21 12:30 PM,102.5,9.5,,,2.279999971
6/2/21 12:45 PM,103.25,9.25,,,1.718400002
6/2/21 1:00 PM,104,9,,,2.131200075
6/2/21 1:15 PM,103.75,8.75,,,1.543200016
6/2/21 1:30 PM,103.5,8.5,,,0.938399971
6/2/21 1:45 PM,103.25,8.25,,,1.372799993
6/2/21 2:00 PM,103,8,,,1.447199941
6/2/21 2:15 PM,103.25,8,,,0.515999973
6/2/21 2:30 PM,103.5,8,,,0.635999978
6/2/21 2:45 PM,103.75,8,,,1.576799989
6/2/21 3:00 PM,104,8,,,0.585600019
6/2/21 3:15 PM,104,7.75,,,1.627200007
6/2/21 3:30 PM,104,7.5,,,1.79519999
6/2/21 3:45 PM,104,7.25,,,2.085599899
6/2/21 4:00 PM,104,7,,,2.373600006
6/2/21 4:15 PM,104,7,,,1.783200026
6/2/21 4:30 PM,104,7,,,3.100800037
6/2/21 4:45 PM,104,7,,,2.479199886
6/2/21 5:00 PM,104,7,,,2.721600056
6/2/21 5:15 PM,103.25,7.25,,,1.536000013
6/2/21 5:30 PM,102.5,7.5,,,1.912799954
6/2/21 5:45 PM,101.75,7.75,,,2.320800066
6/2/21 6:00 PM,101,8,,,1.432800055
6/2/21 6:15 PM,100.5,8.25,,,1.751999974
6/2/21 6:30 PM,100,8.5,,,1.418400049
6/2/21 6:45 PM,99.5,8.75,,,1.404000044
6/2/21 7:00 PM,99,9,,,1.394400001
6/2/21 7:15 PM,98,9.25,,,1.17840004
6/2/21 7:30 PM,97,9.5,,,1.706400037
6/2/21 7:45 PM,96,9.75,,,0.957599998
6/2/21 8:00 PM,95,10,,,1.579200029
6/2/21 8:15 PM,95.25,10,,,0.842400014
6/2/21 8:30 PM,95.5,10,,,0.69599998
6/2/21 8:45 PM,95.75,10,,,1.379999995
6/2/21 9:00 PM,96,10,,,0.275999993
6/2/21 9:15 PM,95.5,10.25,,,0.955200017
6/2/21 9:30 PM,95,10.5,,,1.0704
6/2/21 9:45 PM,94.5,10.75,,,0.343199998
6/2/21 10:00 PM,94,11,,,0.739199996
6/2/21 10:15 PM,93.75,11.5,,,0.345600009
6/2/21 10:30 PM,93.5,12,,,0.679199994
6/2/21 10:45 PM,93.25,12.5,,,0.590399981
6/2/21 11:00 PM,93,13,,,0.0144
6/2/21 11:15 PM,92.25,13.5,,,0.0072
6/2/21 11:30 PM,91.5,14,,,0.0072
6/2/21 11:45 PM,90.75,14.5,,,0.0072
6/3/21 12:00 AM,90,15,,,0.009600001
6/3/21 12:15 AM,89.5,15.25,,,0.0072
6/3/21 12:30 AM,89,15.5,,,0.0072
6/3/21 12:45 AM,88.5,15.75,,,0.0072
6/3/21 1:00 AM,88,16,,,0.0072
6/3/21 1:15 AM,87,16.75,,,0.009600001
6/3/21 1:30 AM,86,17.5,,,0.0072
6/3/21 1:45 AM,85,18.25,,,0.0072
6/3/21 2:00 AM,84,19,,,0.0072
6/3/21 2:15 AM,83.75,19.25,,,0.009600001
6/3/21 2:30 AM,83.5,19.5,,,0.009600001
6/3/21 2:45 AM,83.25,19.75,,,0.225600004
6/3/21 3:00 AM,83,20,,,0.806400001
6/3/21 3:15 AM,83,19.75,,,0.112800002
6/3/21 3:30 AM,83,19.5,,,0.0072
6/3/21 3:45 AM,83,19.25,,,0.0072
6/3/21 4:00 AM,83,19,,,0.009600001
6/3/21 4:15 AM,82.5,19.25,,,0.0072
6/3/21 4:30 AM,82,19.5,,,0.0072
6/3/21 4:45 AM,81.5,19.75,,,0.0072
6/3/21 5:00 AM,81,20,,,0.009600001
6/3/21 5:15 AM,81.25,20.25,,,0.0072
6/3/21 5:30 AM,81.5,20.5,,,0.0072
6/3/21 5:45 AM,81.75,20.75,,,0.0072
6/3/21 6:00 AM,82,21,,,0.009600001
6/3/21 6:15 AM,82.75,20.5,,,0.0072
6/3/21 6:30 AM,83.5,20,,,1.291200042
6/3/21 6:45 AM,84.25,19.5,,,0.969600022
6/3/21 7:00 AM,85,19,,,1.250399947
6/3/21 7:15 AM,86,18,,,0.045600001
6/3/21 7:30 AM,87,17,,,0.784799993
6/3/21 7:45 AM,88,16,,,0.319200009
6/3/21 8:00 AM,89,15,,,0.849600017
6/3/21 8:15 AM,89.75,14.75,,,0.071999997
6/3/21 8:30 AM,90.5,14.5,,,0.0288
6/3/21 8:45 AM,91.25,14.25,,,0.0072
6/3/21 9:00 AM,92,14,,,0.009600001
6/3/21 9:15 AM,92.75,13.25,,,0.0072
6/3/21 9:30 AM,93.5,12.5,,,0.0072
6/3/21 9:45 AM,94.25,11.75,,,0.395999998
6/3/21 10:00 AM,95,11,,,0.244800001
6/3/21 10:15 AM,96,10.75,,,0.32159999
6/3/21 10:30 AM,97,10.5,,,0.600000024
6/3/21 10:45 AM,98,10.25,,,0.016799999
6/3/21 11:00 AM,99,10,,,1.082399964
6/3/21 11:15 AM,100,9.75,,,0.710399985
6/3/21 11:30 AM,101,9.5,,,0.328799993
6/3/21 11:45 AM,102,9.25,,,0.74879998
6/3/21 12:00 PM,103,9,,,0.470400006
6/3/21 12:15 PM,103.5,8.5,,,0.352800012
6/3/21 12:30 PM,104,8,,,0.995999992
6/3/21 12:45 PM,104.5,7.5,,,0.343199998
6/3/21 1:00 PM,105,7,,,0.660000026
6/3/21 1:15 PM,104.75,7.25,,,0.959999979
6/3/21 1:30 PM,104.5,7.5,,,0.283199996
6/3/21 1:45 PM,104.25,7.75,,,1.737599969
6/3/21 2:00 PM,104,8,,,0.763199985
6/3/21 2:15 PM,104.25,8,,,0.542400003
6/3/21 2:30 PM,104.5,8,,,1.17840004
6/3/21 2:45 PM,104.75,8,,,0.407999992
6/3/21 3:00 PM,105,8,,,2.088000059
6/3/21 3:15 PM,105,8,,,2.270400047
6/3/21 3:30 PM,105,8,,,1.368000031
6/3/21 3:45 PM,105,8,,,1.164000034
6/3/21 4:00 PM,105,8,,,0.568799973
6/3/21 4:15 PM,105,7.75,,,1.20480001
6/3/21 4:30 PM,105,7.5,,,1.329599977
6/3/21 4:45 PM,105,7.25,,,0.609600008
6/3/21 5:00 PM,105,7,,,1.25759995
6/3/21 5:15 PM,104.75,7,,,1.377599955
6/3/21 5:30 PM,104.5,7,,,1.264799953
6/3/21 5:45 PM,104.25,7,,,1.322399974
6/3/21 6:00 PM,104,7,,,1.09679997
6/3/21 6:15 PM,103,7.5,,,0.585600019
6/3/21 6:30 PM,102,8,,,1.139999986
6/3/21 6:45 PM,101,8.5,,,1.379999995
6/3/21 7:00 PM,100,9,,,1.034399986
6/3/21 7:15 PM,99.25,9,,,0.544799984
6/3/21 7:30 PM,98.5,9,,,1.161599994
6/3/21 7:45 PM,97.75,9,,,0.494399995
6/3/21 8:00 PM,97,9,,,1.065600038
6/3/21 8:15 PM,96.5,9.25,,,0.290399998
6/3/21 8:30 PM,96,9.5,,,0.854399979
6/3/21 8:45 PM,95.5,9.75,,,0.938399971
6/3/21 9:00 PM,95,10,,,0.501600027
6/3/21 9:15 PM,94.75,9.75,,,1.089599967
6/3/21 9:30 PM,94.5,9.5,,,0.37439999
6/3/21 9:45 PM,94.25,9.25,,,0.844799995
6/3/21 10:00 PM,94,9,,,0.242400006
6/3/21 10:15 PM,93.5,9,,,0.828000009
6/3/21 10:30 PM,93,9,,,0.292800009
6/3/21 10:45 PM,92.5,9,,,0.489600003
6/3/21 11:00 PM,92,9,,,0.0072
6/3/21 11:15 PM,91.5,9.25,,,0.0072
6/3/21 11:30 PM,91,9.5,,,0.009600001
6/3/21 11:45 PM,90.5,9.75,,,0.398400009
6/4/21 12:00 AM,90,10,,,0.091200002
6/4/21 12:15 AM,89.5,10.5,,,0.0072
6/4/21 12:30 AM,89,11,,,0.29519999
6/4/21 12:45 AM,88.5,11.5,,,0.384000003
6/4/21 1:00 AM,88,12,,,0.009600001
6/4/21 1:15 AM,87.75,12,,,1.031999946
6/4/21 1:30 AM,87.5,12,,,0.0072
6/4/21 1:45 AM,87.25,12,,,0.009600001
6/4/21 2:00 AM,87,12,,,0.0072
6/4/21 2:15 AM,85.75,13,,,0.849600017
6/4/21 2:30 AM,84.5,14,,,0.0072
6/4/21 2:45 AM,83.25,15,,,0.319200009
6/4/21 3:00 AM,82,16,,,0.059999999
6/4/21 3:15 AM,82,16,,,0.0072
6/4/21 3:30 AM,82,16,,,0.0072
6/4/21 3:45 AM,82,16,,,0.0072
6/4/21 4:00 AM,82,16,,,0.0792
6/4/21 4:15 AM,81.75,17,,,0.467999995
6/4/21 4:30 AM,81.5,18,,,0.0072
6/4/21 4:45 AM,81.25,19,,,0.0072
6/4/21 5:00 AM,81,20,,,0.009600001
6/4/21 5:15 AM,81.75,19,,,0.441599995
6/4/21 5:30 AM,82.5,18,,,0.0072
6/4/21 5:45 AM,83.25,17,,,0.0072
6/4/21 6:00 AM,84,16,,,0.0072
6/4/21 6:15 AM,84.75,15.75,,,0.076800004
6/4/21 6:30 AM,85.5,15.5,,,0.839999974
6/4/21 6:45 AM,86.25,15.25,,,0.854399979
6/4/21 7:00 AM,87,15,,,1.346400023
6/4/21 7:15 AM,88,14,,,0.143999994
6/4/21 7:30 AM,89,13,,,0.597599983
6/4/21 7:45 AM,90,12,,,0.086400002
6/4/21 8:00 AM,91,11,,,0.808799982
6/4/21 8:15 AM,91.75,10.75,,,0.340799987
6/4/21 8:30 AM,92.5,10.5,,,0.0144
6/4/21 8:45 AM,93.25,10.25,,,0.0072
6/4/21 9:00 AM,94,10,,,0.0072
6/4/21 9:15 AM,94.5,9.5,,,0.009600001
6/4/21 9:30 AM,95,9,,,0.0072
6/4/21 9:45 AM,95.5,8.5,,,0.0072
6/4/21 10:00 AM,96,8,,,0.0072
6/4/21 10:15 AM,96.75,7.75,,,0.679199994
6/4/21 10:30 AM,97.5,7.5,,,1.591199994
6/4/21 10:45 AM,98.25,7.25,,,1.953600049
6/4/21 11:00 AM,99,7,,,1.161599994
6/4/21 11:15 AM,99.5,7,,,1.780799985
6/4/21 11:30 AM,100,7,,,1.888800025
6/4/21 11:45 AM,100.5,7,,,0.444000006
6/4/21 12:00 PM,101,7,,,1.324800015
6/4/21 12:15 PM,101.75,7,,,0.943199992
6/4/21 12:30 PM,102.5,7,,,1.12559998
6/4/21 12:45 PM,103.25,7,,,1.593600035
6/4/21 1:00 PM,104,7,,,1.982399941
6/4/21 1:15 PM,104.75,6.5,,,1.996799946
6/4/21 1:30 PM,105.5,6,,,0.676800013
6/4/21 1:45 PM,106.25,5.5,,,1.972800016
6/4/21 2:00 PM,107,5,,,2.400000095
6/4/21 2:15 PM,107.25,5,,,1.82159996
6/4/21 2:30 PM,107.5,5,,,1.531200051
6/4/21 2:45 PM,107.75,5,,,0.904799998
6/4/21 3:00 PM,108,5,,,2.392800093
6/4/21 3:15 PM,107.75,4.75,,,0.453599989
6/4/21 3:30 PM,107.5,4.5,,,2.059200048
6/4/21 3:45 PM,107.25,4.25,,,1.807199955
6/4/21 4:00 PM,107,4,,,1.910400033
6/4/21 4:15 PM,106.75,4.25,,,2.536799908
6/4/21 4:30 PM,106.5,4.5,,,1.703999996
6/4/21 4:45 PM,106.25,4.75,,,2.088000059
6/4/21 5:00 PM,106,5,,,1.963199973
6/4/21 5:15 PM,105.25,5.25,,,1.639199972
6/4/21 5:30 PM,104.5,5.5,,,2.200799942
6/4/21 5:45 PM,103.75,5.75,,,1.447199941
6/4/21 6:00 PM,103,6,,,1.898399949
6/4/21 6:15 PM,102.25,6,,,1.416000009
6/4/21 6:30 PM,101.5,6,,,1.63199997
6/4/21 6:45 PM,100.75,6,,,1.74240005
6/4/21 7:00 PM,100,6,,,1.298400044
6/4/21 7:15 PM,99.25,6.25,,,1.586400032
6/4/21 7:30 PM,98.5,6.5,,,1.183200002
6/4/21 7:45 PM,97.75,6.75,,,1.504799962
6/4/21 8:00 PM,97,7,,,0.75120002
6/4/21 8:15 PM,96.5,7.25,,,0.679199994
6/4/21 8:30 PM,96,7.5,,,1.516800046
6/4/21 8:45 PM,95.5,7.75,,,1.497599959
6/4/21 9:00 PM,95,8,,,0.172800005
6/4/21 9:15 PM,95,8,,,1.279199958
6/4/21 9:30 PM,95,8,,,1.432800055
6/4/21 9:45 PM,95,8,,,1.058400035
6/4/21 10:00 PM,95,8,,,0.864000022
6/4/21 10:15 PM,94.5,8,,,1.341599941
6/4/21 10:30 PM,94,8,,,0.456
6/4/21 10:45 PM,93.5,8,,,0.938399971
6/4/21 11:00 PM,93,8,,,0.012
6/4/21 11:15 PM,92.75,8.25,,,0.0072
6/4/21 11:30 PM,92.5,8.5,,,0.0072
6/4/21 11:45 PM,92.25,8.75,,,0.319200009
6/5/21 12:00 AM,92,9,,,0.153600007
6/5/21 12:15 AM,91.75,9.25,,,0.328799993
6/5/21 12:30 AM,91.5,9.5,,,0.232800007
6/5/21 12:45 AM,91.25,9.75,,,0.0072
6/5/21 1:00 AM,91,10,,,0.88319999
6/5/21 1:15 AM,90,10.75,,,1.012799978
6/5/21 1:30 AM,89,11.5,,,1.116000056
6/5/21 1:45 AM,88,12.25,,,0.297600001
6/5/21 2:00 AM,87,13,,,0.61680001
6/5/21 2:15 AM,86.25,13.5,,,0.194399998
6/5/21 2:30 AM,85.5,14,,,0.820800006
6/5/21 2:45 AM,84.75,14.5,,,0.261599988
6/5/21 3:00 AM,84,15,,,0.580799997
6/5/21 3:15 AM,83.5,16,,,0.035999999
6/5/21 3:30 AM,83,17,,,0.631200016
6/5/21 3:45 AM,82.5,18,,,0.916800022
6/5/21 4:00 AM,82,19,,,0.496800005
6/5/21 4:15 AM,81.75,18,,,0.0072
6/5/21 4:30 AM,81.5,17,,,0.755999982
6/5/21 4:45 AM,81.25,16,,,0.0072
6/5/21 5:00 AM,81,15,,,0.419999987
6/5/21 5:15 AM,81.25,15,,,0.494399995
6/5/21 5:30 AM,81.5,15,,,0.096000001
6/5/21 5:45 AM,81.75,15,,,0.009600001
6/5/21 6:00 AM,82,15,,,0.515999973
6/5/21 6:15 AM,82.75,14.75,,,0.158399999
6/5/21 6:30 AM,83.5,14.5,,,0.794399977
6/5/21 6:45 AM,84.25,14.25,,,0.839999974
6/5/21 7:00 AM,85,14,,,0.484800011
6/5/21 7:15 AM,86,13.5,,,0.820800006
6/5/21 7:30 AM,87,13,,,0.134399995
6/5/21 7:45 AM,88,12.5,,,0.837599993
6/5/21 8:00 AM,89,12,,,0.302399993
6/5/21 8:15 AM,90.25,11.75,,,0.758400023
6/5/21 8:30 AM,91.5,11.5,,,0.009600001
6/5/21 8:45 AM,92.75,11.25,,,0.0072
6/5/21 9:00 AM,94,11,,,0.0072
6/5/21 9:15 AM,94.5,10.5,,,0.0072
6/5/21 9:30 AM,95,10,,,0.0072
6/5/21 9:45 AM,95.5,9.5,,,0.009600001
6/5/21 10:00 AM,96,9,,,0.0072
6/5/21 10:15 AM,96.75,8.75,,,0.0072
6/5/21 10:30 AM,97.5,8.5,,,0.765600026
6/5/21 10:45 AM,98.25,8.25,,,1.209599972
6/5/21 11:00 AM,99,8,,,2.234400034
6/5/21 11:15 AM,100.25,7.75,,,1.701599956
6/5/21 11:30 AM,101.5,7.5,,,1.504799962
6/5/21 11:45 AM,102.75,7.25,,,1.552800059
6/5/21 12:00 PM,104,7,,,1.23360002
6/5/21 12:15 PM,104.5,6.75,,,0.664799988
6/5/21 12:30 PM,105,6.5,,,1.377599955
6/5/21 12:45 PM,105.5,6.25,,,1.804800034
6/5/21 1:00 PM,106,6,,,0.194399998
6/5/21 1:15 PM,106,6,,,1.164000034
6/5/21 1:30 PM,106,6,,,1.754400015
6/5/21 1:45 PM,106,6,,,1.68719995
6/5/21 2:00 PM,106,6,,,1.802399993
6/5/21 2:15 PM,106.5,6.25,,,1.488000035
6/5/21 2:30 PM,107,6.5,,,1.888800025
6/5/21 2:45 PM,107.5,6.75,,,1.243199945
6/5/21 3:00 PM,108,7,,,0.907199979
6/5/21 3:15 PM,107.5,7,,,2.532000065
6/5/21 3:30 PM,107,7,,,1.857599974
6/5/21 3:45 PM,106.5,7,,,1.041599989
6/5/21 4:00 PM,106,7,,,1.732800007
6/5/21 4:15 PM,105.75,7,,,1.74240005
6/5/21 4:30 PM,105.5,7,,,1.843199968
6/5/21 4:45 PM,105.25,7,,,1.833600044
6/5/21 5:00 PM,105,7,,,2.135999918
6/5/21 5:15 PM,104,7.25,,,1.394400001
6/5/21 5:30 PM,103,7.5,,,1.459200025
6/5/21 5:45 PM,102,7.75,,,1.965600014
6/5/21 6:00 PM,101,8,,,1.9296
6/5/21 6:15 PM,100.25,8.25,,,1.744799972
6/5/21 6:30 PM,99.5,8.5,,,1.389600039
6/5/21 6:45 PM,98.75,8.75,,,1.684800029
6/5/21 7:00 PM,98,9,,,1.413599968
6/5/21 7:15 PM,97.25,9,,,1.212000012
6/5/21 7:30 PM,96.5,9,,,1.411200047
6/5/21 7:45 PM,95.75,9,,,1.240800023
6/5/21 8:00 PM,95,9,,,1.384799957
6/5/21 8:15 PM,94.5,9,,,0.372000009
6/5/21 8:30 PM,94,9,,,1.20720005
6/5/21 8:45 PM,93.5,9,,,1.432800055
6/5/21 9:00 PM,93,9,,,1.034399986
6/5/21 9:15 PM,92.75,9,,,1.235999942
6/5/21 9:30 PM,92.5,9,,,0.559199989
6/5/21 9:45 PM,92.25,9,,,0.681599975
6/5/21 10:00 PM,92,9,,,1.092000008
6/5/21 10:15 PM,91.75,9.25,,,1.048799992
6/5/21 10:30 PM,91.5,9.5,,,0.724799991
6/5/21 10:45 PM,91.25,9.75,,,0.875999987
6/5/21 11:00 PM,91,10,,,0.016799999
6/5/21 11:15 PM,90.25,10.5,,,0.009600001
6/5/21 11:30 PM,89.5,11,,,0.29519999
6/5/21 11:45 PM,88.75,11.5,,,0.206400007
6/6/21 12:00 AM,88,12,,,0.0072
6/6/21 12:15 AM,87.5,12.25,,,0.0072
6/6/21 12:30 AM,87,12.5,,,0.580799997
6/6/21 12:45 AM,86.5,12.75,,,0.585600019
6/6/21 1:00 AM,86,13,,,1.329599977
6/6/21 1:15 AM,85.5,13.5,,,0.64319998
6/6/21 1:30 AM,85,14,,,0.0072
6/6/21 1:45 AM,84.5,14.5,,,0.515999973
6/6/21 2:00 AM,84,15,,,0.72240001
6/6/21 2:15 AM,83.25,15.75,,,0.578400016
6/6/21 2:30 AM,82.5,16.5,,,0.271200001
6/6/21 2:45 AM,81.75,17.25,,,0.590399981
6/6/21 3:00 AM,81,18,,,0.192000002
6/6/21 3:15 AM,80.5,18.5,,,0.758400023
6/6/21 3:30 AM,80,19,,,0.0072
6/6/21 3:45 AM,79.5,19.5,,,0.499199987
6/6/21 4:00 AM,79,20,,,0.180000007
6/6/21 4:15 AM,78.75,19.75,,,1.149600029
6/6/21 4:30 AM,78.5,19.5,,,0.0072
6/6/21 4:45 AM,78.25,19.25,,,0.151199997
6/6/21 5:00 AM,78,19,,,0.698400021
6/6/21 5:15 AM,79,18.75,,,0.0072
6/6/21 5:30 AM,80,18.5,,,0.048
6/6/21 5:45 AM,81,18.25,,,0.487199992
6/6/21 6:00 AM,82,18,,,0.551999986
6/6/21 6:15 AM,83,17.5,,,0.108000003
6/6/21 6:30 AM,84,17,,,0.892799974
6/6/21 6:45 AM,85,16.5,,,0.648000002
6/6/21 7:00 AM,86,16,,,0.645600021
6/6/21 7:15 AM,86.5,15.25,,,0.554400027
6/6/21 7:30 AM,87,14.5,,,0.544799984
6/6/21 7:45 AM,87.5,13.75,,,0.292800009
6/6/21 8:00 AM,88,13,,,0.924000025
6/6/21 8:15 AM,89.25,12.5,,,0.974399984
6/6/21 8:30 AM,90.5,12,,,0.012
6/6/21 8:45 AM,91.75,11.5,,,0.0072
6/6/21 9:00 AM,93,11,,,0.0072
6/6/21 9:15 AM,93.75,10.5,,,0.009600001
6/6/21 9:30 AM,94.5,10,,,0.0072
6/6/21 9:45 AM,95.25,9.5,,,0.0072
