customer_id
101
103
105
106
107
109
11
111
113
114
116
117
118
119
12
120
122
124
127
129
131
132
134
137
138
15
16
17
19
21
22
23
25
26
28
3
31
32
33
35
36
38
40
43
45
46
48
49
51
54
56
58
61
62
66
68
69
70
73
75
76
80
81
82
83
85
87
88
89
9
90
91
92
93
94
95
96
98
