date_time,TEMP_2023_3,TEMP_2023_13,TEMP_2023_14,TEMP_2023_15,TEMP_2023_19,TEMP_2023_23,TEMP_2023_24,TEMP_2023_25,TEMP_2023_26,TEMP_2023_27,TEMP_2023_29,TEMP_2023_31,TEMP_2023_34,TEMP_2023_35,TEMP_2023_37,TEMP_2023_39,TEMP_2023_40,TEMP_2023_41,TEMP_2023_42,TEMP_2023_43,TEMP_2023_44,TEMP_2023_49,TEMP_2023_50,TEMP_2023_51,TEMP_2023_52,TEMP_2023_55,TEMP_2023_57,TEMP_2023_58,TEMP_2023_59,TEMP_2023_60,TEMP_2023_63,TEMP_2023_65,TEMP_2023_66,TEMP_2023_67,TEMP_2023_68,TEMP_2023_69,TEMP_2023_71,TEMP_2023_72,TEMP_2023_73,TEMP_2023_77,TEMP_2023_78,TEMP_2023_81,TEMP_2023_83,TEMP_2023_86,TEMP_2023_92,TEMP_2023_97,TEMP_2023_98,TEMP_2023_99,TEMP_2023_102,TEMP_2023_104,TEMP_2023_108,TEMP_2023_109,TEMP_2023_110,TEMP_2023_112,TEMP_2023_117,TEMP_2023_118,TEMP_2023_120,TEMP_2023_121,TEMP_2023_123,TEMP_2023_125,TEMP_2023_130,TEMP_2023_133,TEMP_2023_135,TEMP_2023_136,TEMP_2023_137
2023-07-01 08:00:00,26.39,23.387777777777778,28.059999999999995,24.447777777777777,29.352222222222224,26.87888888888889,26.39,22.717222222222226,,24.64111111111111,24.35111111111111,26.0,25.70777777777778,,27.075000000000003,28.059999999999995,28.555,23.387777777777778,26.195,26.487777777777776,26.97722222222222,26.487777777777776,29.05277777777778,,20.805,21.95111111111111,25.805,,24.447777777777777,27.665,23.48388888888889,26.682777777777776,27.763888888888886,22.237777777777783,,24.835,23.677222222222223,23.29222222222222,24.64111111111111,26.195,26.487777777777776,,,24.544999999999998,,25.124999999999996,,26.781111111111116,25.805,24.157777777777774,25.90222222222222,25.222222222222225,29.65222222222222,27.172777777777778,24.835,,,21.95111111111111,25.512777777777778,25.512777777777778,,24.35111111111111,24.06222222222222,24.35111111111111,27.567222222222217
2023-07-01 08:15:00,,23.29222222222222,27.96111111111111,24.35111111111111,29.352222222222224,,26.292222222222218,22.717222222222226,26.0,24.737777777777783,24.447777777777777,26.097222222222218,,,27.172777777777778,28.25777777777778,28.456111111111113,23.58111111111111,26.292222222222218,,27.075000000000003,26.487777777777776,,,20.901111111111113,22.237777777777783,,,24.64111111111111,27.763888888888886,23.677222222222223,25.90222222222222,27.763888888888886,22.046111111111113,26.195,24.931111111111115,23.86888888888889,23.48388888888889,24.544999999999998,26.097222222222218,,,,24.64111111111111,25.512777777777778,,,27.075000000000003,26.0,26.097222222222218,26.0,25.31888888888889,29.65222222222222,27.272222222222226,24.931111111111115,26.487777777777776,24.255000000000003,22.237777777777783,,25.512777777777778,25.512777777777778,24.64111111111111,24.157777777777774,24.64111111111111,27.467777777777776
2023-07-01 08:30:00,,23.196111111111108,28.25777777777778,24.157777777777774,29.452222222222222,26.781111111111116,26.39,22.717222222222226,,24.737777777777783,24.544999999999998,26.097222222222218,25.70777777777778,29.65222222222222,27.075000000000003,28.357222222222227,28.357222222222227,23.772777777777776,26.195,26.682777777777776,26.97722222222222,26.487777777777776,29.75222222222222,24.931111111111115,20.805,22.525000000000002,25.61,25.805,24.835,27.862222222222222,23.58111111111111,25.61,27.467777777777776,22.046111111111113,26.39,25.02777777777778,24.06222222222222,23.677222222222223,24.544999999999998,26.097222222222218,26.781111111111116,,,24.737777777777783,,25.124999999999996,25.70777777777778,26.87888888888889,25.90222222222222,25.70777777777778,25.90222222222222,25.512777777777778,29.65222222222222,27.370000000000005,24.737777777777783,,24.35111111111111,22.621111111111116,25.70777777777778,25.70777777777778,,24.835,24.255000000000003,24.64111111111111,27.370000000000005
2023-07-01 08:45:00,,23.48388888888889,28.158888888888892,24.06222222222222,29.552222222222227,27.272222222222226,26.39,22.621111111111116,,24.737777777777783,24.835,26.195,,,27.075000000000003,28.555,28.357222222222227,23.86888888888889,26.292222222222218,26.584999999999997,27.075000000000003,26.487777777777776,,,20.805,22.717222222222226,25.805,,25.02777777777778,27.96111111111111,23.58111111111111,26.195,27.763888888888886,22.237777777777783,,24.835,23.772777777777776,23.96611111111111,24.64111111111111,26.097222222222218,26.87888888888889,27.075000000000003,26.584999999999997,24.64111111111111,25.512777777777778,25.512777777777778,,27.172777777777778,25.90222222222222,24.931111111111115,25.90222222222222,25.512777777777778,29.75222222222222,27.075000000000003,24.64111111111111,,24.447777777777777,23.003888888888884,25.31888888888889,25.70777777777778,25.70777777777778,24.931111111111115,24.255000000000003,24.447777777777777,27.370000000000005
2023-07-01 09:00:00,26.487777777777776,23.29222222222222,27.96111111111111,24.35111111111111,29.352222222222224,27.075000000000003,26.292222222222218,22.621111111111116,26.195,24.835,24.544999999999998,26.195,25.61,,27.075000000000003,28.75388888888889,28.555,24.157777777777774,26.39,,26.97722222222222,26.487777777777776,30.457222222222217,25.416111111111107,20.805,23.003888888888884,,26.0,25.222222222222225,28.059999999999995,23.772777777777776,26.487777777777776,27.467777777777776,22.046111111111113,26.584999999999997,24.931111111111115,23.677222222222223,24.06222222222222,24.35111111111111,26.195,26.97722222222222,,,24.835,25.70777777777778,25.222222222222225,25.805,27.075000000000003,26.0,26.584999999999997,26.0,25.512777777777778,29.75222222222222,27.075000000000003,24.447777777777777,26.584999999999997,,23.387777777777778,,25.512777777777778,25.70777777777778,25.124999999999996,24.544999999999998,24.447777777777777,27.567222222222217
2023-07-01 09:15:00,,23.196111111111108,27.763888888888886,24.544999999999998,29.552222222222227,26.87888888888889,26.487777777777776,22.621111111111116,,24.835,24.447777777777777,26.292222222222218,25.61,30.86222222222223,27.075000000000003,28.952777777777776,28.654999999999998,24.157777777777774,26.292222222222218,26.487777777777776,27.075000000000003,26.39,,25.222222222222225,20.805,23.196111111111108,25.61,25.90222222222222,25.31888888888889,27.763888888888886,23.677222222222223,26.682777777777776,27.763888888888886,22.237777777777783,26.195,25.124999999999996,23.677222222222223,24.157777777777774,,26.195,,26.97722222222222,,24.931111111111115,25.61,25.512777777777778,,26.87888888888889,25.90222222222222,25.90222222222222,25.90222222222222,25.61,29.75222222222222,27.370000000000005,24.544999999999998,26.682777777777776,24.64111111111111,23.48388888888889,25.31888888888889,25.512777777777778,,25.31888888888889,24.931111111111115,24.64111111111111,27.665
2023-07-01 09:30:00,26.584999999999997,23.387777777777778,28.059999999999995,24.35111111111111,29.65222222222222,27.272222222222226,26.292222222222218,22.621111111111116,26.195,24.835,24.544999999999998,26.292222222222218,,,27.172777777777778,29.05277777777778,28.75388888888889,24.447777777777777,26.39,,26.97722222222222,26.39,31.16611111111111,25.512777777777778,20.615,22.81222222222222,25.90222222222222,26.097222222222218,25.416111111111107,25.61,23.58111111111111,26.87888888888889,27.665,21.855,,24.931111111111115,23.677222222222223,24.35111111111111,24.447777777777777,26.39,27.075000000000003,27.075000000000003,26.682777777777776,24.64111111111111,25.512777777777778,25.31888888888889,25.805,27.272222222222226,25.90222222222222,25.805,26.0,25.70777777777778,29.852777777777778,27.370000000000005,24.737777777777783,,24.544999999999998,23.48388888888889,,25.61,25.90222222222222,25.416111111111107,24.64111111111111,24.737777777777783,27.665
2023-07-01 09:45:00,26.682777777777776,23.387777777777778,27.862222222222222,24.157777777777774,29.552222222222227,27.272222222222226,26.39,22.525000000000002,,24.931111111111115,24.737777777777783,26.292222222222218,25.90222222222222,31.67611111111111,27.172777777777778,29.15222222222222,28.555,24.64111111111111,26.39,26.487777777777776,27.172777777777778,26.487777777777776,,25.222222222222225,20.901111111111113,23.196111111111108,26.0,26.0,25.61,25.222222222222225,23.86888888888889,26.781111111111116,27.763888888888886,22.428888888888892,26.682777777777776,25.222222222222225,23.387777777777778,24.255000000000003,,26.39,,26.781111111111116,,24.737777777777783,25.805,25.222222222222225,26.0,27.172777777777778,25.90222222222222,26.0,26.097222222222218,25.70777777777778,29.952777777777783,27.272222222222226,24.835,26.682777777777776,24.64111111111111,23.48388888888889,25.70777777777778,25.805,,25.61,24.64111111111111,24.447777777777777,27.567222222222217
2023-07-01 10:00:00,26.584999999999997,23.196111111111108,27.665,24.255000000000003,29.552222222222227,27.075000000000003,26.39,22.525000000000002,26.292222222222218,24.931111111111115,24.737777777777783,26.292222222222218,25.61,31.98277777777778,27.172777777777778,29.05277777777778,27.96111111111111,24.64111111111111,26.39,,27.272222222222226,26.487777777777776,31.77777777777778,25.222222222222225,20.615,22.907777777777774,25.805,26.0,25.805,24.931111111111115,23.86888888888889,26.0,27.665,21.95111111111111,26.195,25.02777777777778,23.86888888888889,24.447777777777777,24.447777777777777,26.487777777777776,27.272222222222226,26.781111111111116,26.682777777777776,24.931111111111115,25.61,25.416111111111107,25.805,26.97722222222222,25.90222222222222,26.292222222222218,26.195,25.61,30.053888888888885,27.567222222222217,24.737777777777783,26.584999999999997,24.737777777777783,23.48388888888889,25.805,25.805,25.805,25.805,24.737777777777783,24.35111111111111,27.467777777777776
2023-07-01 10:15:00,,23.387777777777778,27.763888888888886,24.447777777777777,29.65222222222222,26.97722222222222,26.292222222222218,22.525000000000002,,24.931111111111115,24.835,26.292222222222218,,32.291111111111114,27.172777777777778,29.25222222222222,27.665,24.931111111111115,26.584999999999997,26.584999999999997,27.272222222222226,26.39,32.291111111111114,25.512777777777778,20.805,23.196111111111108,26.0,26.097222222222218,25.90222222222222,24.447777777777777,23.772777777777776,25.512777777777778,27.665,22.33277777777778,,25.124999999999996,23.96611111111111,24.35111111111111,24.835,26.487777777777776,,26.87888888888889,26.87888888888889,24.835,25.512777777777778,25.124999999999996,25.805,27.075000000000003,25.90222222222222,26.487777777777776,26.195,25.61,30.053888888888885,27.467777777777776,24.447777777777777,,24.544999999999998,23.58111111111111,25.512777777777778,25.805,26.0,26.0,24.737777777777783,24.64111111111111,27.467777777777776
